msg_size time time_norm
100 0.010000 0.000005
200 0.520000 0.000260
300 0.010000 0.000005
400 0.000000 0.000000
500 0.000000 0.000000
600 0.010000 0.000005
700 0.010000 0.000005
800 0.010000 0.000005
900 0.010000 0.000005
1000 0.010000 0.000005
1100 0.020000 0.000010
1200 0.010000 0.000005
1300 0.020000 0.000010
1400 0.020000 0.000010
1500 0.020000 0.000010
1600 0.020000 0.000010
1700 0.020000 0.000010
1800 0.020000 0.000010
1900 0.030000 0.000015
2000 0.020000 0.000010
2100 0.020000 0.000010
2200 0.030000 0.000015
2300 0.020000 0.000010
2400 0.030000 0.000015
2500 0.030000 0.000015
2600 0.030000 0.000015
2700 0.030000 0.000015
2800 0.030000 0.000015
2900 0.030000 0.000015
3000 0.030000 0.000015
3100 0.030000 0.000015
3200 0.040000 0.000020
3300 0.030000 0.000015
3400 0.030000 0.000015
3500 0.040000 0.000020
3600 0.040000 0.000020
3700 0.030000 0.000015
3800 0.040000 0.000020
3900 0.040000 0.000020
4000 0.040000 0.000020
4100 0.040000 0.000020
4200 0.040000 0.000020
4300 0.040000 0.000020
4400 0.040000 0.000020
4500 0.050000 0.000025
4600 0.040000 0.000020
4700 0.040000 0.000020
4800 0.050000 0.000025
4900 0.050000 0.000025
5000 0.050000 0.000025
5100 0.040000 0.000020
5200 0.050000 0.000025
5300 0.050000 0.000025
5400 0.050000 0.000025
5500 0.050000 0.000025
5600 0.050000 0.000025
5700 0.050000 0.000025
5800 0.050000 0.000025
5900 0.050000 0.000025
6000 0.050000 0.000025
6100 0.060000 0.000030
6200 0.050000 0.000025
6300 0.050000 0.000025
6400 0.050000 0.000025
6500 0.050000 0.000025
6600 0.060000 0.000030
6700 0.050000 0.000025
6800 0.050000 0.000025
6900 0.060000 0.000030
7000 0.050000 0.000025
7100 0.060000 0.000030
7200 0.050000 0.000025
7300 0.060000 0.000030
7400 0.060000 0.000030
7500 0.050000 0.000025
7600 0.050000 0.000025
7700 0.060000 0.000030
7800 0.060000 0.000030
7900 0.060000 0.000030
8000 0.060000 0.000030
8100 0.060000 0.000030
8200 0.060000 0.000030
8300 0.070000 0.000035
8400 0.060000 0.000030
8500 0.060000 0.000030
8600 0.070000 0.000035
8700 0.070000 0.000035
8800 0.060000 0.000030
8900 0.070000 0.000035
9000 0.060000 0.000030
9100 0.070000 0.000035
9200 0.070000 0.000035
9300 0.070000 0.000035
9400 0.070000 0.000035
9500 0.060000 0.000030
9600 0.080000 0.000040
9700 0.070000 0.000035
9800 0.070000 0.000035
9900 0.070000 0.000035
10000 0.070000 0.000035
10100 0.070000 0.000035
10200 0.070000 0.000035
10300 0.070000 0.000035
10400 0.080000 0.000040
10500 0.070000 0.000035
10600 0.070000 0.000035
10700 0.080000 0.000040
10800 0.080000 0.000040
10900 0.070000 0.000035
11000 0.080000 0.000040
11100 0.080000 0.000040
11200 0.070000 0.000035
11300 0.080000 0.000040
11400 0.070000 0.000035
11500 0.080000 0.000040
11600 0.080000 0.000040
11700 0.070000 0.000035
11800 0.080000 0.000040
11900 0.090000 0.000045
12000 0.080000 0.000040
12100 0.080000 0.000040
12200 0.080000 0.000040
12300 0.080000 0.000040
12400 0.080000 0.000040
12500 0.090000 0.000045
12600 0.080000 0.000040
12700 0.090000 0.000045
12800 0.090000 0.000045
12900 0.090000 0.000045
13000 0.090000 0.000045
13100 0.090000 0.000045
13200 0.100000 0.000050
13300 0.090000 0.000045
13400 0.090000 0.000045
13500 0.100000 0.000050
13600 0.090000 0.000045
13700 0.090000 0.000045
13800 0.090000 0.000045
13900 0.090000 0.000045
14000 0.100000 0.000050
14100 0.090000 0.000045
14200 0.090000 0.000045
14300 0.090000 0.000045
14400 0.090000 0.000045
14500 0.090000 0.000045
14600 0.090000 0.000045
14700 0.100000 0.000050
14800 0.090000 0.000045
14900 0.100000 0.000050
15000 0.100000 0.000050
15100 0.100000 0.000050
15200 0.090000 0.000045
15300 0.100000 0.000050
15400 0.110000 0.000055
15500 0.100000 0.000050
15600 0.100000 0.000050
15700 0.100000 0.000050
15800 0.100000 0.000050
15900 0.100000 0.000050
